currency,time,price
SPH,1729317600,0.0008998
SPH,1729321200,0.0008999
SPH,1729324800,0.0008999
SPH,1729328400,0.0008999
SPH,1729332000,0.0008999
SPH,1729335600,0.0008999
SPH,1729339200,0.0008999
SPH,1729342800,0.0008999
SPH,1729346400,0.0008999
SPH,1729350000,0.0008999
SPH,1729353600,0.0008999
SPH,1729357200,0.0008999
SPH,1729360800,0.0008999
SPH,1729364400,0.0008999
SPH,1729368000,0.0008999
SPH,1729371600,0.0008998
SPH,1729375200,0.0008998
SPH,1729378800,0.0008998
SPH,1729382400,0.0008998
SPH,1729386000,0.0008998
SPH,1729389600,0.0008999
SPH,1729393200,0.0008999
SPH,1729396800,0.0008998
SPH,1729400400,0.0008998
SPH,1729404000,0.0008998
PMON,1729144800,0.1136
PMON,1729148400,0.1138
PMON,1729152000,0.1137
PMON,1729155600,0.1184
PMON,1729159200,0.1132
PMON,1729162800,0.1236
